Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
112385,Italy,"Perhaps less nuanced than the Sorì Tildìn, but more powerful, with round, mouthfilling flavors and firm tannins. Hints of tobacco and vanilla add complexity to rich plum and black cherry notes, finshing with a lovely touch of anise. Drink 2015–2030 and beyond.",Sorì San Lorenzo,95,350.0,Piedmont,Langhe,,Red Blend,Gaja
112387,Italy,"Filled with intoxicating perfume reminiscent of dried spices, fine leather, exotic woods, then delivers bold black cherry, plum and Asian spice flavors tightly wrapped in a velvety blanket of tannin. Long and richly chewy on the finish, yet minerally as well. Drink 2015–2030.",Sorì Tildìn,95,350.0,Piedmont,Langhe,,Red Blend,Gaja
112388,Italy,"Here's a huge, stately wine with a brick-based structure and mounds of lovely oak that is already so well integrated you barely notice it. Quite tannic, and will require come cellaring. When you do drink it, expect warm flavors, liqueur-soaked berry fruit and a mile-long finish. Hold until 2010, at least. Imported by Empson (USA) Ltd.",Riserva,95,125.0,Tuscany,Brunello di Montalcino,,Sangiovese,Poggio Antico
112389,Italy,"Lots of spice, with black pepper and leather notes leading the way, followed by a core of plum, black cherry and earth flavors. Structured for the long haul, it's dense and firm right now, but you can sense the enormous potential. Drink 2015–2030 and likely beyond.",Sperss,94,200.0,Piedmont,Langhe,,Refosco,Gaja
112390,Italy,"Smooth and lush, with a ton of berry, cherry and smoke character. Supremely ripe and full, with chocolate and spice mixed into the prime cherry/berry palate. This is a wine for anyone who simply loves wine; maybe it isn't ultra-complex but there's no arguing about its polish and style. It's incredibly round and likable. Imported by Banfi Vintners.",Poggio All'Oro Riserva,94,150.0,Tuscany,Brunello di Montalcino,,Sangiovese,Castello Banfi
112394,Italy,"Elegantly perfumed, with touches of cinnamon, ground pepper, and dusty earth accenting notes of black cherries and chocolate. On the palate, there's powerful plum and black cherry flavors, but also a strong minerality that adds an extra dimension to this compelling wine. Soft enough to begin drinking around 2010, it should keep for a couple of decades after that.",Conteisa,94,205.0,Piedmont,Langhe,,Red Blend,Gaja
112395,US,"A great Cab showcasing everything good about Napa's fabulous '01 Cabs. It's rich, vibrant and complex, with layers of cassis, cocoa and roasted coffee flavors, and a deft touch of smoky oak. The tannins are sweet, ripe and subtle. Doesn't clobber you sideways with fruit, but offers elegant, sophisticated drinking.",Reserve,93,107.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Chimney Rock
112409,Italy,"Kicks off with a lot of maple, coffee and espresso, and in the mouth the tannins are spiky and aggressive. Nonetheless, there's dynamite classic fruit here and structure to burn. A classic Brunello with a rugged edge. Needs five to ten years on its side. Imported by Wilson Daniels Ltd.",Vigna del Lago Riserva,92,134.0,Tuscany,Brunello di Montalcino,,Sangiovese,Tenimenti Angelini
112712,Italy,"Gaja's Barbaresco is a blend of 14 different vineyard sites, aged approximately 12 months in barriques and 12 months in larger oak casks. Shows plenty of spice on the nose—clove, cinnamon, anise—but also loads of cherry and red plum fruit. Sneakily tannic; it starts off silky, then the tannins build in intensity, coating the mouth. Drink 2010–2025.",,92,185.0,Piedmont,Barbaresco,,Nebbiolo,Gaja
112724,Argentina,"Exotic and refined, with a stately bouquet of violets, mineral and cassis. Sensational quality for a wine from rugged Patagonia. It bursts with black raspberry propelled by firm acids. Then it folds back into a darker space, where fudge and pepper notes make for a warming, spicy finish. Shows off the skill of Danish winemaker Hans Vinding-Diers.",Noemía,92,140.0,Other,Río Negro Valley,,Malbec,Bodega Noemía de Patagonia
112726,Italy,"Intoxicatingly smoky nose, like fine wood burning slowly on a cold night. The mouth is jam-packed with vanilla, chocolate and cream as well as black cherry and dark currants. Sweet and easy throughout, with a touch of coffee on the finish. Lovely, chewy stuff. Imported by Empson (USA) Ltd.",Ugolaia,92,122.0,Tuscany,Brunello di Montalcino,,Sangiovese,Lisini
112910,Italy,"This is a delicate and harmonious wine with a large offering of fragrant aromas that are doled out in measured, careful doses. You'll get chocolate and coffee shavings next to earthy tones, Porcini mushroom, forest floor and a delicate embroidery of small berry fruit. It's a distinctive wine with tight tannins, solid structure and a fresh, clean finish.",Riserva,90,100.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Podere Brizio
112990,Italy,"Perfect color and a round, smooth nose draw you in like a moth to a flame. The palate is classy and full of brown sugar, chocolate and vanilla all wrapped around a core of black cherry. Very nice and incredibly easygoing, with just enough tannic firmness. Imported by Opici Import Company.",Riserva,91,100.0,Tuscany,Brunello di Montalcino,,Sangiovese,La Gerla
113027,France,"Dense and rich but also incredibly complex, long and elegant, this is a momumental Côte-Rôtie. It's darkly fruited and superripe, yet doesn't lose its essential sense of terroir, remaining marked by scents of pepper and espresso to go with the chocolate and cassis fruit. Velvety in texture, this is the one of Guigal's 2003 Côte-Rôties that demands a few years of cellaring. Drink 2010–2040.",La Landonne,99,450.0,Rhône Valley,Côte Rôtie,,Syrah,E. Guigal
113028,France,"This is breathtaking stuff, incredibly complex on the nose, where it features hints of vanilla, clove, cinnamon, cassis, pepper and asphalt. It would be a wine to sit and smell all day if it weren't so delicious to taste. Rich waves of cassis fruit cascade over the palate without losing complexity, buffered by incredibly supple tannins. The virtually endless finish confirms the quality. Drink now–2030+.",La Turque,98,450.0,Rhône Valley,Côte Rôtie,,Syrah,E. Guigal
113029,Spain,"The best new release in the Eguren family's collection of modern Rioja wines is this small-production, 100% Tempranillo. It's a true nuevo classico with proper touches of smoked meat, herbs and sweet black fruits as well as a lush, round mouthfeel that culminates in a mile-long finish. Destined to rock your socks off. Just over 300 cases produced. Imported by Tempranillo, Inc.",La Nieta,97,150.0,Northern Spain,Rioja,,Tempranillo,Viñedos de Paganos
113031,France,"Chapoutier's top white in 2004 is this knockout cuvée parcellaire he calls De L'Orée. Aromas of truffles and honey burst from the glass, while the flavors lean toward peaches and toasted nuts. It's full-bodied and undoubtedly high in alcohol, but there's no trace of heat, and while it's broad and mouthfilling because of its size, it still finishes fresh and minerally.",De L'Orée,96,160.0,Rhône Valley,Hermitage,,Marsanne,M. Chapoutier
113032,France,"Le Méal is said to be the warmest terroir on the Hermitage hill, and thus it is no surprise that this bottling fared the best in the challenging 2004 vintage. Flamboyant, creamy waves of raspberry fruit flood the palate, bringing hints of meat, smoke and pepper along for the ride and developing lovely soft tannins on the caressing finish. Approachable now, but should age well through 2020.",Le Méal,96,202.0,Rhône Valley,Hermitage,,Syrah,M. Chapoutier
113035,France,"How can a wine be this hugely concentrated, yet remain supremely elegant? Espresso, black olive and floral notes zoom from the glass, backed by layers of rich, creamy cherry fruit, making this a complex, complete wine. Tannins are amazingly supple, imparting a velvety feel to the long finish. Drink now–2025 and beyond.",La Mouline,96,450.0,Rhône Valley,Côte Rôtie,,Syrah,E. Guigal
113036,Spain,"Dark as night, and dominated by meaty plum and beef jerky aromas. The palate is huge, with pure fruit, tannin and chocolate pooling at the finish. A new classic in every sense, with stellar balance and complexity. Less than 400 cases made. Imported by Tempranillo, Inc.",Finca El Bosque,96,150.0,Northern Spain,Rioja,,Tempranillo,Sierra Cantabria
113037,France,"Honeyed and nutty on the nose, this appears at first sniff to be very ripe and rich. And the palate follows through, delivering waves of fabulously rich fruit that miraculously don't seem heavy. A marvel.",Les Rocoules,95,145.0,Rhône Valley,Hermitage,,Marsanne,Marc Sorrel
113038,France,"From 50-year-old vines, this is Sorrel's top cuvée of white Hermitage, laden with scents of truffled honey and almonds. Yet despite that obvious richness on the nose, it's a bit more restrained on the palate than the 2005, with a more powerful structure and marginally less lushness. Not better, not worse, just different: longer on the finish, more tightly constructed and probably longer-lived.",Les Rocoules,95,140.0,Rhône Valley,Hermitage,,Marsanne,Marc Sorrel
113039,Spain,"The bouquet explodes with tobacco, leather, dry oak and waves of berry fruit. In the mouth, the wine sits comfortably on the tongue, with firm tannins offering structure to the bedazzling boysenberry, black cherry and cassis flavors. Long and intoxicating on the finish. It's 90% Tempranillo and 10% Garnacha and Graciano. 650 cases made. Imported by Tempranillo, Inc.",Calvario,95,105.0,Northern Spain,Rioja,,Tempranillo,Finca Allende
113185,Italy,"An intriguing, fabulous dessert wine. The aromas are complex, intense and balanced on a tightrope: mature peach, honey, wet stone, peppermint and delicate mineral nuances. Picolit is an indigenous grape that suffers from a unique disorder in which a good number of berries on each cluster never mature. The remaining berries become concentrated in rich flavor and sugar. Livio Felluga's version is a masterpiece that ends with a fresh, menthol-driven finish and a crisp close. Pair this elegant wine with crème brûlée or a light caramel custard.",Picolit,95,100.0,Northeastern Italy,Colli Orientali del Friuli,,Picolit,Livio Felluga
113281,France,"Wonderfully aromatic and complex, blending floral notes with mineral scents, bold cassis fruit and cracked pepper. This is full-bodied and muscular on the palate, the only one of Chapoutier's 2004s that really demands cellaring. Drink 2010–2020.",L'Ermite,95,250.0,Rhône Valley,Hermitage,,Syrah,M. Chapoutier
